Task,Dataset,Dataset_number,Representation,Representer,Precision,Classifier,Sensitivity,Specificity,Accuracy,MCC
iontransporters_membraneproteins,balanced,8,frozen,ProtBERT,full,LR,88.00±3.00,88.00±6.00,88.00±2.00,0.76±0.04
iontransporters_membraneproteins,balanced,8,frozen,ProtBERT,full,FFNN,87.00±4.00,88.00±6.00,88.00±2.00,0.76±0.04
ionchannels_membraneproteins,balanced,7,frozen,ESM-2,half,SVM,91.00±2.00,93.00±2.00,92.00±1.00,0.84±0.03
ionchannels_membraneproteins,balanced,7,frozen,ESM-2,half,RF,80.00±7.00,94.00±3.00,87.00±3.00,0.75±0.06
ionchannels_membraneproteins,balanced,7,frozen,ESM-2,half,kNN,93.00±4.00,68.00±7.00,80.00±3.00,0.63±0.06
ionchannels_membraneproteins,balanced,7,frozen,ESM-2,half,LR,90.00±3.00,92.00±3.00,92.00±1.00,0.83±0.03
ionchannels_membraneproteins,balanced,7,frozen,ESM-2,half,FFNN,92.00±2.00,91.00±2.00,92.00±1.00,0.83±0.01
ionchannels_membraneproteins,balanced,5,finetuned,ESM-1b,half,SVM,91.00±3.00,96.00±3.00,94.00±2.00,0.87±0.05
ionchannels_membraneproteins,balanced,5,finetuned,ESM-1b,half,RF,82.00±4.00,94.00±3.00,88.00±3.00,0.76±0.07
ionchannels_membraneproteins,balanced,5,finetuned,ESM-1b,half,kNN,96.00±2.00,71.00±5.00,83.00±3.00,0.68±0.05
ionchannels_membraneproteins,balanced,5,finetuned,ESM-1b,half,LR,94.00±2.00,94.00±2.00,94.00±1.00,0.88±0.03
ionchannels_membraneproteins,balanced,5,finetuned,ESM-1b,half,FFNN,94.00±2.00,94.00±3.00,94.00±2.00,0.88±0.04
ionchannels_membraneproteins,balanced,6,frozen,ESM-2_15B,half,SVM,93.00±3.00,93.00±1.00,93.00±2.00,0.86±0.04
ionchannels_membraneproteins,balanced,6,frozen,ESM-2_15B,half,RF,79.00±6.00,98.00±2.00,89.00±3.00,0.80±0.05
ionchannels_membraneproteins,balanced,6,frozen,ESM-2_15B,half,kNN,95.00±2.00,44.00±8.00,67.00±4.00,0.44±0.07
ionchannels_membraneproteins,balanced,6,frozen,ESM-2_15B,half,LR,92.00±3.00,94.00±2.00,93.00±1.00,0.86±0.01
ionchannels_membraneproteins,balanced,6,frozen,ESM-2_15B,half,FFNN,92.00±4.00,95.00±2.00,93.00±1.00,0.87±0.02
ionchannels_iontransporters,na,na,frozen,ESM-2,full,SVM,93.00±2.00,94.00±3.00,93.00±2.00,0.87±0.04
ionchannels_iontransporters,na,na,frozen,ESM-2,full,RF,85.00±4.00,91.00±5.00,89.00±2.00,0.78±0.03
ionchannels_iontransporters,na,na,frozen,ESM-2,full,kNN,90.00±7.00,84.00±7.00,87.00±5.00,0.74±0.09
ionchannels_iontransporters,na,na,frozen,ESM-2,full,LR,92.00±3.00,93.00±3.00,92.00±1.00,0.84±0.02
ionchannels_iontransporters,na,na,frozen,ESM-2,full,FFNN,93.00±3.00,95.00±3.00,94.00±2.00,0.88±0.05
ionchannels_membraneproteins,imbalanced,na,frozen,ProtBERT,half,SVM,74.00±4.00,99.00±1.00,97.00±0.00,0.78±0.03
ionchannels_membraneproteins,imbalanced,na,frozen,ProtBERT,half,RF,11.00±4.00,100.00±0.00,94.00±0.00,0.31±0.05
ionchannels_membraneproteins,imbalanced,na,frozen,ProtBERT,half,kNN,52.00±8.00,98.00±1.00,95.00±1.00,0.54±0.05
ionchannels_membraneproteins,imbalanced,na,frozen,ProtBERT,half,LR,73.00±5.00,99.00±0.00,98.00±0.00,0.79±0.03
ionchannels_membraneproteins,imbalanced,na,frozen,ProtBERT,half,FFNN,77.00±7.00,99.00±0.00,97.00±0.00,0.79±0.03
iontransporters_membraneproteins,balanced,9,frozen,ESM-2,full,SVM,88.00±4.00,89.00±5.00,88.00±4.00,0.77±0.08
iontransporters_membraneproteins,balanced,9,frozen,ESM-2,full,RF,82.00±2.00,89.00±7.00,85.00±4.00,0.71±0.09
iontransporters_membraneproteins,balanced,9,frozen,ESM-2,full,kNN,90.00±8.00,74.00±5.00,82.00±6.00,0.66±0.13
iontransporters_membraneproteins,balanced,9,frozen,ESM-2,full,LR,91.00±2.00,88.00±8.00,90.00±5.00,0.80±0.09
iontransporters_membraneproteins,balanced,9,frozen,ESM-2,full,FFNN,90.00±4.00,88.00±8.00,89.00±5.00,0.78±0.11
iontransporters_membraneproteins,balanced,10,frozen,ProtT5,half,SVM,91.00±4.00,91.00±5.00,91.00±2.00,0.82±0.04
iontransporters_membraneproteins,balanced,10,frozen,ProtT5,half,RF,86.00±6.00,91.00±5.00,89.00±2.00,0.78±0.04
iontransporters_membraneproteins,balanced,10,frozen,ProtT5,half,kNN,93.00±3.00,76.00±3.00,84.00±3.00,0.70±0.06
iontransporters_membraneproteins,balanced,10,frozen,ProtT5,half,LR,92.00±3.00,91.00±4.00,91.00±2.00,0.83±0.03
iontransporters_membraneproteins,balanced,10,frozen,ProtT5,half,FFNN,91.00±6.00,91.00±5.00,91.00±3.00,0.82±0.06
iontransporters_membraneproteins,imbalanced,na,frozen,ESM-2,full,SVM,72.00±7.00,99.00±0.00,97.00±0.00,0.77±0.04
iontransporters_membraneproteins,imbalanced,na,frozen,ESM-2,full,RF,24.00±7.00,100.00±0.00,94.00±1.00,0.44±0.07
iontransporters_membraneproteins,imbalanced,na,frozen,ESM-2,full,kNN,61.00±7.00,98.00±0.00,95.00±0.00,0.65±0.03
iontransporters_membraneproteins,imbalanced,na,frozen,ESM-2,full,LR,69.00±6.00,99.00±0.00,97.00±1.00,0.75±0.04
iontransporters_membraneproteins,imbalanced,na,frozen,ESM-2,full,FFNN,72.00±8.00,99.00±1.00,97.00±1.00,0.76±0.04
iontransporters_membraneproteins,balanced,4,frozen,ESM-1b,full,SVM,86.00±3.00,92.00±3.00,89.00±2.00,0.78±0.05
iontransporters_membraneproteins,balanced,4,frozen,ESM-1b,full,RF,84.00±2.00,88.00±4.00,86.00±2.00,0.72±0.04
iontransporters_membraneproteins,balanced,4,frozen,ESM-1b,full,kNN,87.00±2.00,79.00±3.00,83.00±2.00,0.66±0.04
iontransporters_membraneproteins,balanced,4,frozen,ESM-1b,full,LR,89.00±2.00,90.00±3.00,89.00±2.00,0.79±0.05
iontransporters_membraneproteins,balanced,4,frozen,ESM-1b,full,FFNN,90.00±5.00,90.00±1.00,90.00±2.00,0.81±0.05
iontransporters_membraneproteins,balanced,2,frozen,ProtBERT-BFD,full,SVM,86.00±4.00,89.00±3.00,88.00±1.00,0.76±0.02
iontransporters_membraneproteins,balanced,2,frozen,ProtBERT-BFD,full,RF,79.00±4.00,88.00±7.00,83.00±2.00,0.67±0.04
iontransporters_membraneproteins,balanced,2,frozen,ProtBERT-BFD,full,kNN,84.00±1.00,78.00±5.00,81.00±2.00,0.62±0.05
iontransporters_membraneproteins,balanced,2,frozen,ProtBERT-BFD,full,LR,86.00±2.00,89.00±3.00,88.00±2.00,0.75±0.03
iontransporters_membraneproteins,balanced,2,frozen,ProtBERT-BFD,full,FFNN,85.00±4.00,90.00±3.00,88.00±1.00,0.76±0.02
iontransporters_membraneproteins,balanced,10,finetuned,ProtBERT,full,SVM,86.00±5.00,86.00±4.00,86.00±1.00,0.72±0.03
iontransporters_membraneproteins,balanced,10,finetuned,ProtBERT,full,RF,81.00±7.00,84.00±2.00,82.00±3.00,0.65±0.06
iontransporters_membraneproteins,balanced,10,finetuned,ProtBERT,full,kNN,88.00±3.00,73.00±6.00,81.00±3.00,0.62±0.05
iontransporters_membraneproteins,balanced,10,finetuned,ProtBERT,full,LR,86.00±5.00,88.00±7.00,87.00±3.00,0.74±0.05
iontransporters_membraneproteins,balanced,10,finetuned,ProtBERT,full,FFNN,87.00±5.00,85.00±5.00,86.00±1.00,0.73±0.02
ionchannels_membraneproteins,balanced,1,frozen,ProtBERT-BFD,half,SVM,87.00±3.00,90.00±3.00,89.00±2.00,0.78±0.04
ionchannels_membraneproteins,balanced,1,frozen,ProtBERT-BFD,half,RF,83.00±3.00,90.00±4.00,87.00±2.00,0.73±0.04
ionchannels_membraneproteins,balanced,1,frozen,ProtBERT-BFD,half,kNN,90.00±4.00,71.00±5.00,80.00±4.00,0.62±0.07
ionchannels_membraneproteins,balanced,1,frozen,ProtBERT-BFD,half,LR,87.00±5.00,88.00±3.00,87.00±3.00,0.75±0.06
ionchannels_membraneproteins,balanced,1,frozen,ProtBERT-BFD,half,FFNN,88.00±4.00,88.00±3.00,88.00±3.00,0.76±0.06
ionchannels_membraneproteins,balanced,3,frozen,ESM-2,half,SVM,91.00±4.00,93.00±3.00,92.00±2.00,0.84±0.04
ionchannels_membraneproteins,balanced,3,frozen,ESM-2,half,RF,82.00±5.00,95.00±3.00,89.00±2.00,0.79±0.03
ionchannels_membraneproteins,balanced,3,frozen,ESM-2,half,kNN,92.00±5.00,64.00±6.00,77.00±3.00,0.58±0.05
ionchannels_membraneproteins,balanced,3,frozen,ESM-2,half,LR,90.00±2.00,92.00±6.00,91.00±3.00,0.83±0.05
ionchannels_membraneproteins,balanced,3,frozen,ESM-2,half,FFNN,91.00±3.00,92.00±5.00,91.00±3.00,0.83±0.05
ionchannels_membraneproteins,balanced,10,frozen,ProtBERT-BFD,half,SVM,90.00±3.00,88.00±3.00,89.00±2.00,0.79±0.03
ionchannels_membraneproteins,balanced,10,frozen,ProtBERT-BFD,half,RF,79.00±6.00,92.00±2.00,86.00±3.00,0.73±0.05
ionchannels_membraneproteins,balanced,10,frozen,ProtBERT-BFD,half,kNN,90.00±5.00,67.00±4.00,78.00±4.00,0.59±0.09
ionchannels_membraneproteins,balanced,10,frozen,ProtBERT-BFD,half,LR,87.00±4.00,88.00±6.00,88.00±4.00,0.76±0.07
ionchannels_membraneproteins,balanced,10,frozen,ProtBERT-BFD,half,FFNN,89.00±3.00,89.00±5.00,89.00±2.00,0.78±0.04
ionchannels_membraneproteins,balanced,7,finetuned,ProtBERT-BFD,full,SVM,86.00±4.00,91.00±5.00,89.00±2.00,0.78±0.04
ionchannels_membraneproteins,balanced,7,finetuned,ProtBERT-BFD,full,RF,78.00±6.00,90.00±6.00,84.00±3.00,0.69±0.06
ionchannels_membraneproteins,balanced,7,finetuned,ProtBERT-BFD,full,kNN,92.00±3.00,65.00±6.00,77.00±3.00,0.58±0.04
ionchannels_membraneproteins,balanced,7,finetuned,ProtBERT-BFD,full,LR,85.00±6.00,88.00±5.00,87.00±4.00,0.73±0.08
ionchannels_membraneproteins,balanced,7,finetuned,ProtBERT-BFD,full,FFNN,88.00±3.00,86.00±5.00,87.00±4.00,0.75±0.08
iontransporters_membraneproteins,balanced,1,frozen,ESM-2_15B,half,SVM,90.00±4.00,94.00±3.00,92.00±3.00,0.84±0.05
iontransporters_membraneproteins,balanced,1,frozen,ESM-2_15B,half,RF,83.00±2.00,92.00±2.00,88.00±2.00,0.75±0.05
iontransporters_membraneproteins,balanced,1,frozen,ESM-2_15B,half,kNN,96.00±4.00,58.00±4.00,77.00±4.00,0.58±0.09
iontransporters_membraneproteins,balanced,1,frozen,ESM-2_15B,half,LR,91.00±3.00,93.00±3.00,92.00±3.00,0.84±0.05
iontransporters_membraneproteins,balanced,1,frozen,ESM-2_15B,half,FFNN,91.00±4.00,92.00±3.00,92.00±3.00,0.84±0.05
iontransporters_membraneproteins,balanced,2,finetuned,ESM-1b,half,SVM,88.00±4.00,94.00±3.00,91.00±2.00,0.82±0.03
iontransporters_membraneproteins,balanced,2,finetuned,ESM-1b,half,RF,84.00±2.00,92.00±4.00,88.00±3.00,0.76±0.05
iontransporters_membraneproteins,balanced,2,finetuned,ESM-1b,half,kNN,88.00±3.00,84.00±5.00,86.00±3.00,0.72±0.06
iontransporters_membraneproteins,balanced,2,finetuned,ESM-1b,half,LR,90.00±3.00,92.00±5.00,91.00±2.00,0.82±0.04
iontransporters_membraneproteins,balanced,2,finetuned,ESM-1b,half,FFNN,90.00±3.00,92.00±5.00,91.00±2.00,0.82±0.04
iontransporters_membraneproteins,balanced,3,frozen,ESM-2,full,SVM,89.00±4.00,89.00±2.00,89.00±2.00,0.78±0.03
iontransporters_membraneproteins,balanced,3,frozen,ESM-2,full,RF,84.00±6.00,88.00±5.00,86.00±4.00,0.73±0.08
iontransporters_membraneproteins,balanced,3,frozen,ESM-2,full,kNN,90.00±5.00,73.00±7.00,81.00±3.00,0.64±0.06
iontransporters_membraneproteins,balanced,3,frozen,ESM-2,full,LR,89.00±2.00,89.00±4.00,89.00±1.00,0.78±0.03
iontransporters_membraneproteins,balanced,3,frozen,ESM-2,full,FFNN,89.00±5.00,88.00±5.00,89.00±3.00,0.78±0.05
ionchannels_membraneproteins,balanced,6,frozen,ESM-1b,half,SVM,90.00±3.00,96.00±2.00,94.00±1.00,0.87±0.03
ionchannels_membraneproteins,balanced,6,frozen,ESM-1b,half,RF,82.00±3.00,96.00±3.00,90.00±2.00,0.80±0.03
ionchannels_membraneproteins,balanced,6,frozen,ESM-1b,half,kNN,94.00±4.00,64.00±7.00,78.00±3.00,0.60±0.05
ionchannels_membraneproteins,balanced,6,frozen,ESM-1b,half,LR,94.00±2.00,92.00±3.00,93.00±2.00,0.86±0.03
ionchannels_membraneproteins,balanced,6,frozen,ESM-1b,half,FFNN,93.00±3.00,92.00±4.00,93.00±2.00,0.85±0.04
ionchannels_membraneproteins,balanced,5,frozen,ESM-1b,full,SVM,92.00±3.00,95.00±2.00,94.00±2.00,0.87±0.04
ionchannels_membraneproteins,balanced,5,frozen,ESM-1b,full,RF,82.00±5.00,95.00±2.00,89.00±3.00,0.78±0.07
ionchannels_membraneproteins,balanced,5,frozen,ESM-1b,full,kNN,96.00±2.00,71.00±6.00,83.00±3.00,0.68±0.05
ionchannels_membraneproteins,balanced,5,frozen,ESM-1b,full,LR,95.00±2.00,92.00±3.00,94.00±1.00,0.87±0.03
ionchannels_membraneproteins,balanced,5,frozen,ESM-1b,full,FFNN,94.00±1.00,94.00±2.00,94.00±2.00,0.88±0.03
iontransporters_membraneproteins,balanced,10,frozen,ProtBERT,full,SVM,85.00±4.00,87.00±3.00,86.00±2.00,0.72±0.03
iontransporters_membraneproteins,balanced,10,frozen,ProtBERT,full,RF,83.00±9.00,83.00±3.00,83.00±4.00,0.66±0.08
iontransporters_membraneproteins,balanced,10,frozen,ProtBERT,full,kNN,87.00±3.00,71.00±6.00,79.00±2.00,0.59±0.04
iontransporters_membraneproteins,balanced,10,frozen,ProtBERT,full,LR,86.00±5.00,87.00±6.00,86.00±1.00,0.73±0.02
iontransporters_membraneproteins,balanced,10,frozen,ProtBERT,full,FFNN,85.00±6.00,86.00±5.00,85.00±3.00,0.71±0.06
ionchannels_iontransporters,na,na,finetuned,ESM-2,half,SVM,93.00±2.00,94.00±4.00,93.00±2.00,0.87±0.04
ionchannels_iontransporters,na,na,finetuned,ESM-2,half,RF,87.00±5.00,92.00±5.00,90.00±1.00,0.80±0.01
ionchannels_iontransporters,na,na,finetuned,ESM-2,half,kNN,91.00±6.00,84.00±7.00,87.00±5.00,0.75±0.09
ionchannels_iontransporters,na,na,finetuned,ESM-2,half,LR,90.00±2.00,94.00±3.00,92.00±1.00,0.84±0.01
ionchannels_iontransporters,na,na,finetuned,ESM-2,half,FFNN,94.00±4.00,94.00±2.00,94.00±2.00,0.87±0.05
iontransporters_membraneproteins,balanced,4,frozen,ESM-2,half,SVM,88.00±2.00,90.00±2.00,89.00±2.00,0.78±0.03
iontransporters_membraneproteins,balanced,4,frozen,ESM-2,half,RF,81.00±3.00,89.00±3.00,85.00±2.00,0.70±0.04
iontransporters_membraneproteins,balanced,4,frozen,ESM-2,half,kNN,87.00±3.00,71.00±4.00,79.00±3.00,0.59±0.06
iontransporters_membraneproteins,balanced,4,frozen,ESM-2,half,LR,85.00±2.00,90.00±3.00,88.00±3.00,0.76±0.05
iontransporters_membraneproteins,balanced,4,frozen,ESM-2,half,FFNN,89.00±3.00,89.00±5.00,89.00±3.00,0.78±0.07
ionchannels_membraneproteins,balanced,5,frozen,ESM-2,full,SVM,93.00±2.00,94.00±3.00,94.00±1.00,0.88±0.03
ionchannels_membraneproteins,balanced,5,frozen,ESM-2,full,RF,83.00±5.00,92.00±4.00,88.00±3.00,0.76±0.07
ionchannels_membraneproteins,balanced,5,frozen,ESM-2,full,kNN,91.00±5.00,72.00±2.00,81.00±3.00,0.64±0.06
ionchannels_membraneproteins,balanced,5,frozen,ESM-2,full,LR,93.00±3.00,95.00±4.00,94.00±2.00,0.88±0.04
ionchannels_membraneproteins,balanced,5,frozen,ESM-2,full,FFNN,94.00±2.00,93.00±4.00,94.00±2.00,0.87±0.05
iontransporters_membraneproteins,balanced,7,frozen,ESM-1b,full,SVM,88.00±4.00,92.00±2.00,90.00±2.00,0.81±0.05
iontransporters_membraneproteins,balanced,7,frozen,ESM-1b,full,RF,84.00±5.00,90.00±4.00,87.00±2.00,0.74±0.05
iontransporters_membraneproteins,balanced,7,frozen,ESM-1b,full,kNN,87.00±3.00,79.00±5.00,83.00±2.00,0.67±0.04
iontransporters_membraneproteins,balanced,7,frozen,ESM-1b,full,LR,89.00±4.00,91.00±1.00,90.00±2.00,0.80±0.04
iontransporters_membraneproteins,balanced,7,frozen,ESM-1b,full,FFNN,91.00±4.00,89.00±1.00,90.00±2.00,0.81±0.05
ionchannels_membraneproteins,balanced,8,frozen,ProtBERT,full,SVM,89.00±5.00,87.00±4.00,88.00±4.00,0.76±0.08
ionchannels_membraneproteins,balanced,8,frozen,ProtBERT,full,RF,78.00±5.00,92.00±3.00,86.00±2.00,0.72±0.04
ionchannels_membraneproteins,balanced,8,frozen,ProtBERT,full,kNN,90.00±5.00,58.00±5.00,73.00±5.00,0.50±0.09
ionchannels_membraneproteins,balanced,8,frozen,ProtBERT,full,LR,86.00±6.00,87.00±5.00,87.00±4.00,0.73±0.09
ionchannels_membraneproteins,balanced,8,frozen,ProtBERT,full,FFNN,88.00±5.00,88.00±3.00,88.00±3.00,0.75±0.06
iontransporters_membraneproteins,balanced,1,frozen,ProtBERT-BFD,full,SVM,85.00±3.00,90.00±3.00,87.00±2.00,0.75±0.04
iontransporters_membraneproteins,balanced,1,frozen,ProtBERT-BFD,full,RF,79.00±3.00,86.00±3.00,83.00±3.00,0.65±0.06
iontransporters_membraneproteins,balanced,1,frozen,ProtBERT-BFD,full,kNN,85.00±6.00,79.00±3.00,82.00±4.00,0.64±0.08
iontransporters_membraneproteins,balanced,1,frozen,ProtBERT-BFD,full,LR,84.00±5.00,88.00±3.00,86.00±2.00,0.71±0.05
iontransporters_membraneproteins,balanced,1,frozen,ProtBERT-BFD,full,FFNN,85.00±4.00,90.00±3.00,88.00±2.00,0.76±0.03
ionchannels_iontransporters,na,na,finetuned,ProtBERT-BFD,half,SVM,90.00±6.00,90.00±4.00,90.00±2.00,0.81±0.04
ionchannels_iontransporters,na,na,finetuned,ProtBERT-BFD,half,RF,86.00±8.00,88.00±8.00,87.00±3.00,0.75±0.06
ionchannels_iontransporters,na,na,finetuned,ProtBERT-BFD,half,kNN,86.00±4.00,85.00±3.00,86.00±2.00,0.71±0.05
ionchannels_iontransporters,na,na,finetuned,ProtBERT-BFD,half,LR,88.00±4.00,89.00±3.00,89.00±2.00,0.77±0.03
ionchannels_iontransporters,na,na,finetuned,ProtBERT-BFD,half,FFNN,92.00±4.00,89.00±5.00,90.00±2.00,0.81±0.04
ionchannels_membraneproteins,balanced,2,finetuned,ESM-1b,full,SVM,91.00±2.00,96.00±1.00,94.00±1.00,0.87±0.03
ionchannels_membraneproteins,balanced,2,finetuned,ESM-1b,full,RF,81.00±3.00,95.00±4.00,88.00±3.00,0.77±0.06
ionchannels_membraneproteins,balanced,2,finetuned,ESM-1b,full,kNN,96.00±1.00,70.00±3.00,82.00±1.00,0.67±0.02
ionchannels_membraneproteins,balanced,2,finetuned,ESM-1b,full,LR,92.00±4.00,94.00±3.00,93.00±2.00,0.86±0.04
ionchannels_membraneproteins,balanced,2,finetuned,ESM-1b,full,FFNN,93.00±2.00,94.00±2.00,93.00±2.00,0.86±0.04
ionchannels_membraneproteins,imbalanced,na,frozen,ESM-2,full,SVM,83.00±6.00,100.00±0.00,99.00±0.00,0.88±0.03
ionchannels_membraneproteins,imbalanced,na,frozen,ESM-2,full,RF,29.00±6.00,100.00±0.00,95.00±0.00,0.52±0.06
ionchannels_membraneproteins,imbalanced,na,frozen,ESM-2,full,kNN,71.00±6.00,99.00±0.00,97.00±1.00,0.75±0.05
ionchannels_membraneproteins,imbalanced,na,frozen,ESM-2,full,LR,84.00±6.00,99.00±0.00,98.00±0.00,0.87±0.04
ionchannels_membraneproteins,imbalanced,na,frozen,ESM-2,full,FFNN,85.00±7.00,99.00±0.00,98.00±0.00,0.86±0.04
iontransporters_membraneproteins,balanced,7,finetuned,ESM-1b,half,SVM,88.00±4.00,93.00±2.00,91.00±2.00,0.81±0.05
iontransporters_membraneproteins,balanced,7,finetuned,ESM-1b,half,RF,85.00±3.00,89.00±3.00,87.00±1.00,0.74±0.02
iontransporters_membraneproteins,balanced,7,finetuned,ESM-1b,half,kNN,88.00±3.00,79.00±5.00,83.00±2.00,0.67±0.03
iontransporters_membraneproteins,balanced,7,finetuned,ESM-1b,half,LR,90.00±5.00,90.00±3.00,90.00±3.00,0.80±0.06
iontransporters_membraneproteins,balanced,7,finetuned,ESM-1b,half,FFNN,90.00±5.00,90.00±2.00,90.00±3.00,0.81±0.07
iontransporters_membraneproteins,balanced,4,frozen,ESM-2_15B,half,SVM,92.00±3.00,90.00±4.00,91.00±2.00,0.82±0.05
iontransporters_membraneproteins,balanced,4,frozen,ESM-2_15B,half,RF,83.00±6.00,87.00±4.00,85.00±4.00,0.70±0.07
iontransporters_membraneproteins,balanced,4,frozen,ESM-2_15B,half,kNN,94.00±4.00,46.00±7.00,70.00±3.00,0.46±0.06
iontransporters_membraneproteins,balanced,4,frozen,ESM-2_15B,half,LR,89.00±4.00,90.00±3.00,90.00±3.00,0.79±0.06
iontransporters_membraneproteins,balanced,4,frozen,ESM-2_15B,half,FFNN,89.00±4.00,91.00±3.00,90.00±3.00,0.80±0.06
ionchannels_membraneproteins,balanced,8,frozen,ESM-1b,full,SVM,93.00±3.00,94.00±2.00,93.00±2.00,0.86±0.05
ionchannels_membraneproteins,balanced,8,frozen,ESM-1b,full,RF,82.00±4.00,94.00±3.00,88.00±2.00,0.76±0.05
ionchannels_membraneproteins,balanced,8,frozen,ESM-1b,full,kNN,95.00±3.00,69.00±3.00,81.00±2.00,0.66±0.04
ionchannels_membraneproteins,balanced,8,frozen,ESM-1b,full,LR,93.00±2.00,91.00±3.00,92.00±2.00,0.84±0.05
ionchannels_membraneproteins,balanced,8,frozen,ESM-1b,full,FFNN,93.00±3.00,90.00±3.00,91.00±2.00,0.83±0.04
iontransporters_membraneproteins,imbalanced,na,finetuned,ProtBERT,full,SVM,85.00±5.00,100.00±0.00,98.00±0.00,0.89±0.04
iontransporters_membraneproteins,imbalanced,na,finetuned,ProtBERT,full,RF,68.00±5.00,100.00±0.00,98.00±0.00,0.81±0.03
iontransporters_membraneproteins,imbalanced,na,finetuned,ProtBERT,full,kNN,78.00±4.00,100.00±0.00,98.00±0.00,0.86±0.04
iontransporters_membraneproteins,imbalanced,na,finetuned,ProtBERT,full,LR,85.00±4.00,100.00±0.00,98.00±0.00,0.89±0.03
iontransporters_membraneproteins,imbalanced,na,finetuned,ProtBERT,full,FFNN,84.00±5.00,100.00±0.00,98.00±0.00,0.88±0.03
ionchannels_membraneproteins,balanced,4,frozen,ProtBERT,full,SVM,89.00±3.00,87.00±7.00,88.00±5.00,0.76±0.09
ionchannels_membraneproteins,balanced,4,frozen,ProtBERT,full,RF,80.00±4.00,92.00±2.00,87.00±1.00,0.74±0.02
ionchannels_membraneproteins,balanced,4,frozen,ProtBERT,full,kNN,88.00±4.00,60.00±10.00,73.00±5.00,0.50±0.10
ionchannels_membraneproteins,balanced,4,frozen,ProtBERT,full,LR,86.00±4.00,88.00±8.00,87.00±4.00,0.74±0.07
ionchannels_membraneproteins,balanced,4,frozen,ProtBERT,full,FFNN,85.00±2.00,89.00±6.00,87.00±4.00,0.75±0.07
ionchannels_membraneproteins,balanced,5,frozen,ProtT5,half,SVM,88.00±5.00,95.00±2.00,92.00±3.00,0.84±0.05
ionchannels_membraneproteins,balanced,5,frozen,ProtT5,half,RF,78.00±3.00,96.00±4.00,88.00±3.00,0.77±0.07
ionchannels_membraneproteins,balanced,5,frozen,ProtT5,half,kNN,96.00±2.00,66.00±6.00,80.00±3.00,0.64±0.06
ionchannels_membraneproteins,balanced,5,frozen,ProtT5,half,LR,91.00±5.00,91.00±1.00,91.00±2.00,0.82±0.05
ionchannels_membraneproteins,balanced,5,frozen,ProtT5,half,FFNN,92.00±4.00,92.00±1.00,92.00±2.00,0.84±0.04
iontransporters_membraneproteins,imbalanced,na,frozen,ProtBERT,full,SVM,68.00±6.00,99.00±0.00,96.00±0.00,0.72±0.04
iontransporters_membraneproteins,imbalanced,na,frozen,ProtBERT,full,RF,6.00±4.00,100.00±0.00,93.00±0.00,0.22±0.07
iontransporters_membraneproteins,imbalanced,na,frozen,ProtBERT,full,kNN,45.00±5.00,98.00±0.00,94.00±1.00,0.51±0.06
iontransporters_membraneproteins,imbalanced,na,frozen,ProtBERT,full,LR,63.00±6.00,98.00±0.00,96.00±0.00,0.68±0.03
iontransporters_membraneproteins,imbalanced,na,frozen,ProtBERT,full,FFNN,69.00±6.00,98.00±0.00,96.00±0.00,0.71±0.04
iontransporters_membraneproteins,balanced,1,finetuned,ProtBERT-BFD,half,SVM,85.00±4.00,89.00±3.00,87.00±3.00,0.74±0.05
iontransporters_membraneproteins,balanced,1,finetuned,ProtBERT-BFD,half,RF,79.00±5.00,88.00±3.00,83.00±3.00,0.67±0.07
iontransporters_membraneproteins,balanced,1,finetuned,ProtBERT-BFD,half,kNN,84.00±6.00,78.00±4.00,81.00±4.00,0.63±0.08
iontransporters_membraneproteins,balanced,1,finetuned,ProtBERT-BFD,half,LR,84.00±4.00,88.00±3.00,86.00±3.00,0.72±0.06
iontransporters_membraneproteins,balanced,1,finetuned,ProtBERT-BFD,half,FFNN,85.00±4.00,90.00±3.00,88.00±2.00,0.75±0.04
iontransporters_membraneproteins,balanced,8,finetuned,ESM-1b,half,SVM,89.00±3.00,92.00±4.00,91.00±3.00,0.82±0.06
iontransporters_membraneproteins,balanced,8,finetuned,ESM-1b,half,RF,85.00±3.00,89.00±4.00,87.00±2.00,0.74±0.05
